Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"StrictPairQueue/BST/Traverse a balanced tree of depth 4/setup",1.0667313820048542e-5,1.0594067042672152e-5,1.074056059742493e-5,9.64087144858611e-8,5.842626662121506e-8,1.237785412255334e-7
"StrictPairQueue/BST/Traverse a balanced tree of depth 4/test",1.1657934015350681e-4,1.3515756779483388e-5,4.119894964035068e-4,2.209061143921074e-4,6.880348772212122e-7,2.731754346001284e-4
"StrictPairQueue/BST/Traverse a balanced tree of depth 6/setup",4.557872329084647e-5,4.465657320878809e-5,4.6634652686734054e-5,1.3003606607031315e-6,9.657853691853805e-7,1.6279875159814529e-6
"StrictPairQueue/BST/Traverse a balanced tree of depth 6/test",5.053049859713958e-5,4.9950297359301124e-5,5.1228576349863036e-5,7.982480884693778e-7,5.847435108452211e-7,9.62776687217249e-7
"StrictPairQueue/BST/Traverse a balanced tree of depth 8/setup",3.7593831929245165e-3,1.3870468052902389e-3,5.393980971244829e-3,2.522564236168888e-3,1.7321743640964686e-3,3.2531891709729906e-3
"StrictPairQueue/BST/Traverse a balanced tree of depth 8/test",3.025371753802848e-4,2.2106557325829587e-4,5.33425701025223e-4,1.7354909503629917e-4,6.074607931047101e-6,2.177034286077158e-4
"StrictPairQueue/BST/Traverse a balanced tree of depth 10/setup",6.571672422225986e-3,2.167151433761631e-3,1.2522886258895909e-2,6.223192345279648e-3,3.1526593188626185e-3,8.247628518798658e-3
"StrictPairQueue/BST/Traverse a balanced tree of depth 10/test",5.1887950550232615e-3,1.1476001392517771e-3,9.233804668060371e-3,5.448011688482021e-3,4.402697725027424e-3,5.603759381213591e-3
"StrictPairQueue/BST/Traverse a balanced tree of depth 12/setup",9.857208240386987e-3,5.662551232533795e-3,2.00705356482239e-2,8.515834812873794e-3,2.5632772223991122e-3,1.1392082053009036e-2
"StrictPairQueue/BST/Traverse a balanced tree of depth 12/test",6.692596400848456e-3,4.274698222747871e-3,1.3690658534637518e-2,5.22427983493646e-3,8.159692569259378e-5,6.5029830738645225e-3
"StrictPairQueue/BST/Traverse a balanced tree of depth 14/setup",4.045357319223029e-2,1.4534994090667793e-2,8.453454586373908e-2,3.9871905244902785e-2,5.421557337775116e-4,4.973976328273182e-2
"StrictPairQueue/BST/Traverse a balanced tree of depth 14/test",2.0962758983245917e-2,2.0706792796722478e-2,2.142090412484748e-2,4.195707401661153e-4,1.7167432391827786e-4,5.536898717455635e-4
"StrictPairQueue/BST/Traverse a balanced tree of depth 16/setup",8.374151798593146e-2,5.808276745187385e-2,0.15982503506051643,5.675584574156614e-2,1.9214005220606894e-4,6.982251281009191e-2
"StrictPairQueue/BST/Traverse a balanced tree of depth 16/test",0.14303736301766973,0.10625171276437384,0.25259899708139044,8.17177110895074e-2,3.26457898792491e-4,0.10042928751763476
"StrictPairQueue/BST/Traverse a balanced tree of depth 18/setup",0.3250137767444764,0.24141459080087288,0.4116183242450867,0.10915668903085934,8.441799938219638e-2,0.11872534251074417
"StrictPairQueue/BST/Traverse a balanced tree of depth 18/test",0.6563973865162049,0.5298848590503846,0.9802247485767518,0.25045494844175975,2.0790468873244282e-2,0.3239098808434937
"StrictPairQueue/QueueSort/Run QueueSort with 96 queues of 96 elements/setup",4.849609943734748e-2,3.010849567758185e-2,6.450409504281622e-2,2.249055864358021e-2,1.7524692034396657e-2,2.6889347920047345e-2
"StrictPairQueue/QueueSort/Run QueueSort with 96 queues of 96 elements/test",3.059301086391083,3.05253967853891,3.0620130500446474,5.158315769450548e-3,1.1086854184367868e-3,7.049751822213266e-3
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 2/setup",1.725850183868418e-5,8.706594717594716e-6,2.4939344589635044e-5,1.0730013867195079e-5,6.334813841722743e-6,1.5943479390610175e-5
"StrictOkasakiQueue/BST/Traverse a balanced tree of depth 2/test",2.4259323027637175e-6,2.412903584384994e-6,2.449314323554625e-6,2.1569735573061036e-8,2.900242482925526e-9,2.8353686379127755e-8
