Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 32/test",1.4739921023674083e-3,7.515202294019136e-4,2.1949486928079464e-3,9.974709374816837e-4,5.783474682847787e-4,1.361749165440065e-3
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 64/setup",8.44676120945445e-5,3.38327458621441e-5,1.857991761908486e-4,8.256323162561133e-5,4.5643406622183423e-8,1.0407228532190417e-4
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 64/test",1.2539356669241734e-4,1.233908506279642e-4,1.2696712931448763e-4,2.5084988474965357e-6,1.1752851051203001e-6,2.7423319119473668e-6
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 128/setup",7.746979587618665e-5,7.127091281954601e-5,9.523879197865595e-5,1.3276331522770114e-5,6.230140096908629e-7,1.6886173031503568e-5
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 128/test",5.241724820976908e-4,4.959914060478861e-4,5.737635465508158e-4,5.27563805275297e-5,2.6117446780451113e-6,7.561000842940597e-5
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 256/setup",8.661876262750202e-4,2.7779782088997566e-4,1.4545774316600648e-3,7.403790448104401e-4,4.884516869590427e-4,8.583871990777835e-4
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 256/test",1.4119955869560893e-3,1.2493941160088237e-3,1.8844458433037454e-3,3.545642041392103e-4,3.114991428485788e-6,4.425601356947441e-4
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 512/setup",1.668915447795933e-3,3.2657116373831577e-4,5.685696301067417e-3,2.994651109856673e-3,1.987616062227853e-6,3.670807144992404e-3
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 512/test",1.599172085245902e-2,8.429083523357457e-3,3.477757900675589e-2,1.4637308208450267e-2,2.442529849827723e-3,2.0440558548252257e-2
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 1024/setup",1.1366477599423943e-3,1.1197518299700638e-3,1.1654805134417433e-3,2.832583746222451e-5,6.228715482311503e-6,4.022086804189471e-5
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 1024/test",3.173011272867972e-2,2.3216328320110387e-2,4.1418633160198275e-2,1.1730270912482924e-2,8.444578933167841e-3,1.3665562266169337e-2
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 2048/setup",9.835562405193394e-3,5.473646816814488e-3,1.538308590372855e-2,6.336451766766858e-3,3.3984605952628376e-3,9.046038866877047e-3
"StrictPairQueue/WorstCase/Run worst-case algorithm with queue of size 2048/test",3.566134899576956e-2,3.498238056620413e-2,3.619512051066214e-2,7.71331700886034e-4,5.173645535784867e-4,1.0591930541811948e-3
"StrictPairQueue/QueueSort/Run QueueSort with 1 queues of 1 elements/setup",1.5073490992945122e-6,9.107146895699485e-7,2.745802796188658e-6,1.0305025673831158e-6,8.86727624414509e-8,1.32905922149102e-6
"StrictPairQueue/QueueSort/Run QueueSort with 1 queues of 1 elements/test",1.5873008538801192e-6,1.3320527280184462e-6,1.8677932998819573e-6,3.478527294953881e-7,1.9388050521895203e-7,4.608961196550196e-7
"StrictPairQueue/QueueSort/Run QueueSort with 2 queues of 2 elements/setup",3.0551379501962207e-6,2.475404352591368e-6,3.570874981831706e-6,7.279582171954433e-7,5.665720775370416e-7,7.938329218795012e-7
"StrictPairQueue/QueueSort/Run QueueSort with 2 queues of 2 elements/test",2.9413100639127258e-5,1.010878177759938e-5,8.598061783300821e-5,4.2172567944469193e-5,6.523271304099203e-7,5.2319478473770734e-5
"StrictPairQueue/QueueSort/Run QueueSort with 4 queues of 4 elements/setup",1.3745250900791698e-5,1.2511976614348161e-5,1.6608441291638642e-5,2.3144176757821325e-6,3.838881174887464e-7,3.1815798805276804e-6
"StrictPairQueue/QueueSort/Run QueueSort with 4 queues of 4 elements/test",2.2300268525814082e-5,1.995695449121587e-5,2.6680358421879933e-5,4.668677645617459e-6,5.273222207615485e-7,6.040810109831952e-6
"StrictPairQueue/QueueSort/Run QueueSort with 8 queues of 8 elements/setup",5.905379352970171e-4,2.9869315859849577e-4,1.1658658085269974e-3,5.268957387522633e-4,1.6281361119162827e-4,7.485819906851155e-4
"StrictPairQueue/QueueSort/Run QueueSort with 8 queues of 8 elements/test",1.1471241434866731e-4,1.0908573588187044e-4,1.203390928154642e-4,7.600655668311731e-6,5.711107925992263e-6,8.74934467145113e-6
"StrictPairQueue/QueueSort/Run QueueSort with 16 queues of 16 elements/setup",3.678487227382985e-4,2.501414702358571e-4,5.365537093105641e-4,1.8305868321606065e-4,8.135584672110521e-5,2.716867401336427e-4
"StrictPairQueue/QueueSort/Run QueueSort with 16 queues of 16 elements/test",1.7007204862480815e-3,1.4551016660576516e-3,1.802143749797886e-3,1.8918454909877576e-4,1.3076558133434143e-5,2.7606141246936826e-4
"StrictPairQueue/QueueSort/Run QueueSort with 32 queues of 32 elements/setup",1.7705771299248393e-3,6.96644482219761e-4,4.864105877483433e-3,2.3159066290292865e-3,6.301480172645453e-5,2.896294260718126e-3
"StrictPairQueue/QueueSort/Run QueueSort with 32 queues of 32 elements/test",5.557878941019828e-2,1.8362364468181677e-2,0.10273326366862114,5.389159803084613e-2,3.732744670032243e-2,6.460607516463242e-2
"StrictPairQueue/QueueSort/Run QueueSort with 64 queues of 64 elements/setup",1.4334950146282261e-2,6.436094936931675e-3,2.1404728588665073e-2,9.756173947021829e-3,7.657335239931476e-3,1.172790888952767e-2
"StrictPairQueue/QueueSort/Run QueueSort with 64 queues of 64 elements/test",0.5018303725095635,0.44564383953532033,0.6309000822873956,0.10476276197324987,1.7116930803357685e-2,0.1418190418901886
"StrictPairQueue/QueueSort/Run QueueSort with 128 queues of 128 elements/setup",6.317041843851859e-2,3.306868999918754e-2,7.672217815836722e-2,2.5282683231159977e-2,8.162922488280721e-3,3.487567138380759e-2
"StrictPairQueue/QueueSort/Run QueueSort with 128 queues of 128 elements/test",22.221946081814373,22.187362847027387,22.28440564602336,5.7969270319792786e-2,1.9533109546126467e-2,7.962021179531034e-2
